#,Cadastral Code,X,Y,Name,Address,Property Owner,Land Use Purpose,Access into property,Parking space markings,Tenant Area (Sq.m),# of Tenant Parking,Public Area (Sq.m),# of Public Parking,Public parking price,Distance to Public Transport - Bus,Access to Public Transport - Bus,Distance to Public Transport Metro,Access to Public Transport Merto,Comment 
677,01.72.14.034.693,480731.6071,4625125.816,doka,"Davit Aghmashenebeli alley, N 122","LLC ""Capital Company 1""",Retail,Yes,Marked,,,,11,Free,within 400m,Bad,beyond 800m,-,
678,01.72.14.034.731,480663.4808,4624879.785,Former BMW center,"Davit Aghmashenebeli alley, N 104","""Sarda Georgia"" LLC",Service industry,Yes,Marked,,,,50,Free,within 400m,Bad,beyond 800m,-,
679,01.72.14.034.532,480540.8666,4624895.218,Behind the former BMW center,"Village Digomi, Grigol Chkhikvadze I alley, N 2",Zaza Okuashvili,Other,Yes,Marked,,,,31,Free,within 400m,Bad,beyond 800m,-,
680,01.72.14.034.864,480697.0805,4624353.487,Geo Auto,"Davit Aghmashenebeli alley, N 54","""Geo Auto 1"" Ltd.",Service industry,Yes,Unmarked,830,31,,,Free,within 400m,Bad,beyond 800m,-,
681,01.72.14.034.708,480727.7786,4624154.353,Embawood,"Davit Aghmashenebeli alley, N 44",Alexey Kolinov,Retail,Yes,Unmarked,,,446,17,Free,within 400m,Bad,beyond 800m,-,
682,01.72.14.034.281,480723.5411,4624039.305,Furniture showroom Castello,"Davit Aghmashenebeli alley, N 40","""SINA"" LLC",Retail,Yes,Marked,,,,6,Free,within 400m,Bad,beyond 800m,-,
683,01.72.14.034.021,480718.1354,4624014.747,Veneto design,"Davit Aghmashenebeli alley, N 38","Ltd. ""Giiti""",Retail,Yes,Marked,,,,6,Free,within 400m,Bad,beyond 800m,-,
684,01.72.14.034.026,480738.5395,4623868.993,Bellona,"Davit Aghmashenebeli alley, N 32",DC Construction Ltd,Retail,Yes,Unmarked,,,358,13,Free,within 400m,Bad,beyond 800m,-,
685,01.72.14.034.625,480739.7128,4623778.458,Elite Bohemia,"Davit Aghmashenebeli alley, N 26",Irina Basilidze,Retail,Yes,Unmarked,,,110,4,Free,within 400m,Bad,beyond 800m,-,
686,01.72.14.034.580,480739.6329,4623747.698,Laksher,"Davit Aghmashenebeli alley, N 24","""Laksher"" LLC",Retail,Yes,Marked,,,,10,Free,within 400m,Bad,beyond 800m,-,
687,01.72.14.034.534,480740.3445,4623720.858,Teka,"Davit Aghmashenebeli alley, N 22","Giorgi Lekvtadze,                                                Shota Lekvtadze.",Retail,Yes,Marked,,,,3,Free,within 400m,Bad,beyond 800m,-,
688,01.72.14.034.512,480741.0938,4623703.537,Belarusian furniture,"Davit Aghmashenebeli alley, N 20","Giorgi Lekvtadze,                                                Shota Lekvtadze.",Retail,Yes,Marked,,,,7,Free,within 400m,Bad,beyond 800m,-,
689,01.72.14.034.513,480742.0248,4623684.384,magnet,"Davit Aghmashenebeli alley, N 18","""Solid Square"" LLC",Retail,Yes,Unmarked,,,74,3,Free,within 400m,Bad,beyond 800m,-,
690,01.72.14.034.702,480743.6584,4623661.796,Wallpaper,"Davit Aghmashenebeli alley, N 16","""Solid Square"" LLC",Retail,Yes,Marked,,,,7,Free,within 400m,Bad,beyond 800m,-,
691,01.72.14.034.701,480745.2458,4623636.575,KUPPERSBERG,"Davit Aghmashenebeli alley, N 14","LLC ""Studio 21""",Retail,Yes,Marked,,,,8,Free,within 400m,Bad,beyond 800m,-,
692,01.14.05.007.543,476186.9846,4618859.344,Your house on the hill,"Anna Politkovskaya Str, N 3g","LLC ""G & G Invest""
LLC ""J3""",Mixed-use,Yes,Marked,,,,55,Paid,within 400m,Good,within 800m,Good,Paid parking is intended only for local residents or owners of commercial premises. Monthly or annual fee
693,01.10.17.041.016,481497.2161,4618330.919,Gepei I Corps,"Kostava St., N 68 (area 041/016)",Technical University of Georgia,Education,Yes,Unmarked,,,4420,170,Free,within 400m,Good,within 800m,Good,
694,01.15.04.012.015,482921.3047,4616765.771,Biltmore Hotel Tbilisi,"Shota Rustaveli Ave., N 29","""Dabi Group Georgia"" LLC",Hotel & Casino,No,Unknown,4978.9,142,,,Free,within 400m,Good,within 800m,Good,we could not enter. The area of ​​the parking lot is searched on the website of the municipality (4978.9:35=142).
695,01.14.11.002.035,479894.9093,4617683.29,Hilton Garden Inn Tbilisi Chavchavadze,"Ilia Chavchavadze Avenue, N 64","LLC ""Chavchavadze 64a""",Hotel & Casino,No,Unknown,5177.84,147,,,Free,within 400m,Good,beyond 800m,-,we could not enter. The area of ​​the parking lot is searched on the website of the municipality (5177.84:35=147).
696,01.14.11.002.036,479845.0229,4617693.789,Hilton Garden Inn Tbilisi Chavchavadze,"Ilia Chavchavadze Avenue, N 64a","LLC ""Chavchavadze 64b""",Hotel & Casino,No,Unknown,4126.04,117,,,Free,within 400m,Good,beyond 800m,-,we could not enter. The area of ​​the parking lot is searched on the website of the municipality (4136.04:35=117).
697,01.10.08.006.630,479057.7799,4626235.677,G.P.C,"Mirian Mepe St, N 49","""Bina Co"" LLC",Mixed-use,Yes,Marked,,,,50,Free,within 400m,Good,beyond 800m,-,
698,01.10.13.015.007,481336.6124,4619307.484,Tbilici City Hall ,J. Shartava st. N 5,Tbilisi Municipality,Government/Police,Yes,Marked,,41,,,Free,within 400m,Good,within 800m,Good,
699,01.10.13.015.127,481311.262,4619359.757,Tbilici City Hall ,J. Shartava st. N 7,Tbilisi Municipality,Government/Police,No,Marked,,14,,,Free,within 400m,Good,within 800m,Good,The municipality gave us the number of parking lots
700,01.14.14.009.045,481561.6813,4618182.351,Revenue Service,Kostava St. N 68a,Tbilisi Municipality,Government/Police,Yes,Marked,,23,,,Free,within 400m,Good,within 800m,Good,
701,01.13.02.004.119,481701.9219,4625229.941,Near the Mion Center,Shalva Gogidze St. N 21,"""Teleimedi"" LLC",Other,Yes,Unmarked,,,2400,92,Free,within 400m,Good,beyond 800m,-,
702,01.13.02.004.191,481768.7469,4625192.422,Near the Mion Center,Akaki Beliashvili St. N 100,"LLC ""Mardieli Beliashvili""",Other,Yes,Unmarked,,,110,42,Free,within 400m,Good,beyond 800m,-,
703,01.13.02.004.039,481784.5652,4625078.201,Scientific Research Institute of Automation and Computing Technology,Akaki Beliashvili St. N 98,"LLC ""Scientific Research Institute of Automation and Computing""",Other,Yes,Unmarked,,,390,15,Free,within 400m,Good,beyond 800m,-,
704,01.13.02.004.108,481610.3329,4625000.072,Intellcom Group (warehouse),Shalva Gogidze St. N 5,"Natia Sichinava, Nana Sichinava.",Service industry,Yes,Unmarked,,,1053,40,Free,within 400m,Good,beyond 800m,-,
705,01.13.02.010.042,481343.32,4624385.676,Nikora,Ljubljana St. N 11,"""Tride"" LLC",Mixed-use,Yes,Unmarked,,,600,23,Free,within 400m,Good,beyond 800m,-,
706,01.72.14.040.491,478499.0071,4626173.628,"Oils, fluids, accessories","Mirian Mepe St, N 106b","""Santhom"" LLC",Mixed-use,Yes,Unmarked,,,,2,Free,within 400m,Good,beyond 800m,-,
707,01.72.14.040.490,478509.0391,4626173.66,Zoohouse (veterinary clinic),"Mirian Mepe St, N 106ა",West Developer Ltd,Mixed-use,Yes,Unmarked,,,,2,Free,within 400m,Good,beyond 800m,-,
708,01.72.14.040.469,478533.8689,4626173.683,Dino,"Mirian Mepe St, N 106","LLC ""Cairo 1""",Mixed-use,Yes,Unmarked,,,,13,Free,within 400m,Good,beyond 800m,-,
709,01.72.14.040.586,478567.6374,4626174.201,"shop, Discovering the original housewife","Mirian Mepe St, N 104a","""Golden Age"" LLC",Mixed-use,Yes,Unmarked,,,,10,Free,within 400m,Good,beyond 800m,-,
710,01.72.14.040.585,478595.7386,4626174.158,Credit service,"Mirian Mepe St, N 104","""Golden Age"" LLC",Mixed-use,Yes,Unmarked,,,,3,Free,within 400m,Good,beyond 800m,-,
711,01.72.14.040.004,478629.9151,4626173.638,clean house,"Mirian Mepe St, N 102","""Golden Age"" LLC",Mixed-use,Yes,Unmarked,,,,11,Free,within 400m,Good,beyond 800m,-,
712,01.72.14.039.617,478916.2783,4626168.009,PSP,"Mirian Mepe St, N 90","""Geoterra"" Ltd.",Mixed-use,Yes,Unmarked,,,,6,Free,within 400m,Good,beyond 800m,-,
713,01.72.14.039.573,478936.4504,4626169.886,Pastry didebuli,"Mirian Mepe St, N 88",Ltd. L.N.D. Group,Entertainment & Recreation,Yes,Unmarked,,,,11,Free,within 400m,Good,beyond 800m,-,
714,01.72.14.039.672,478973.2421,4626162.609,Bsto qimia,"Mirian Mepe St, N 84a","""Co-owners of the apartment unit"", ""Geoterra 1"" LLC",Mixed-use,Yes,Unmarked,,,,16,Free,within 400m,Good,beyond 800m,-,
715,01.72.14.039.664,479006.9157,4626165.548,Nikora,"Mirian Mepe St, N 84",Biji Group LLC,Mixed-use,Yes,Unmarked,,,,24,Free,within 400m,Good,beyond 800m,-,
716,01.72.14.039.028,479082.9837,4626171.938,Proclinic. Physical therapy and rehabilitation,"Mirian Mepe St, N 82a",Manana Shakarashvili,Hospital & Medical,Yes,Marked,,,,4,Free,within 400m,Good,beyond 800m,-,
717,01.72.14.038.099,479227.5891,4626180.166,Repair materials,"Mirian Mepe St, N 80a","LLC ""DELTA""",Retail,Yes,Unmarked,,,,4,Free,within 400m,Good,beyond 800m,-,
718,01.72.14.038.096,479294.146,4626178.925,Gosselin Mobility  Georgia,"Mirian Mepe St, N 78",Gosselin Mobility Georgia Ltd,Other,Yes,Marked,,,,13,Free,within 400m,Good,beyond 800m,-,
719,01.72.14.038.094,479404.4459,4626177.907,Gurme,"Mirian Mepe St, N 70",Gurme LLC,Entertainment & Recreation,Yes,Unmarked,,,,10,Free,within 400m,Good,beyond 800m,-,
720,01.72.14.037.632,479459.5637,4626152.846,Navne,"Mirian Mepe St, N 68a","LLC ""G and T Service""",Retail,Yes,Unmarked,,,1659,63,Free,within 400m,Good,beyond 800m,-,
721,01.72.14.037.446,479486.5074,4626188.245,Goodfood,"Mirian Mepe St, N 68",Goodfood LLC,Other,Yes,Unmarked,,,440,17,Free,within 400m,Good,beyond 800m,-,
722,01.72.14.037.042,479529.9907,4626178.854,Luxauto,"Mirian Mepe St, N 64","LLC ""New Force""",Service industry,Yes,Unmarked,,,,15,Free,within 400m,Good,beyond 800m,-,
723,01.72.14.036.753,479736.6876,4626175.642,free school,"Mirian Mepe St, N 52","Lela Gazdeliani, Manana Gogashvili, Rusudan Gogashvili",Education,Yes,Unmarked,,,312,12,Free,within 400m,Good,beyond 800m,-,
724,01.72.14.036.673,479781.6787,4626179.16,Hotel Aura,"Mirian Mepe St, N 48","LLC ""Simba 2015""",Hotel & Casino,Yes,Unmarked,,,,6,Free,within 400m,Good,beyond 800m,-,
725,01.72.14.036.445,479818.7937,4626167.557,Digomi City,"Mirian Mepe St, N 46","""Mamaladze Group"" LLC",Retail,Yes,Marked,,,,57,Free,within 400m,Good,beyond 800m,-,
726,01.72.14.036.478,479856.3432,4626175.68,Rico Credit Lombard,"Mirian Mepe St, N 44","""Bildart Development"" LLC",Mixed-use,Yes,Marked,,,,7,Free,within 400m,Good,beyond 800m,-,
727,01.72.14.036.252,479890.8679,4626175.581,Inex group,"Mirian Mepe St, N 42",LLC Sada,Mixed-use,Yes,Unmarked,,,558,21,Free,within 400m,Good,beyond 800m,-,
728,01.72.14.036.746,479924.9914,4626179.013,Casa Tua,"Mirian Mepe St, N 40",Didi Digomi LLC,Mixed-use,Yes,Unmarked,,,215,8,Free,within 400m,Good,beyond 800m,-,
729,01.72.14.035.665,480027.2657,4626178.928,Fresco,"Mirian Mepe St, N 28","LLC ""Fresco West Georgia""",Retail,Yes,Marked,,,,23,Paid,within 400m,Good,beyond 800m,-,"15 minutes free, 1.5 hour free for purchase of 5 GEL, then 5 GEL"
730,01.72.14.036.098,479954.063,4626097.492,Paid parking lot,"Village Digomi, Vepkhistkaosani St, N 42",Janguli Kobelashvili,Other,Yes,Unmarked,,,2500,96,Paid,within 400m,Good,beyond 800m,-,3 GEL (vacant)
731,01.72.14.036.099,479926.1154,4626098.034,Paid parking lot,"Village Digomi, Vepkhistkaosani St, N 42a","Guram Kobelashvili, Malkhaz Kobelashvili, Tsiuri Abesadze",Other,Yes,Unmarked,,,1178,45,Paid,within 400m,Good,beyond 800m,-,3 GEL (vacant)
732,01.72.14.036.100,479912.4705,4626098.672,Paid parking lot,"Village Digomi, Vepkhistkaosani St, N 42b",Gulisa Kobelashvili,Other,Yes,Unmarked,,,600,23,Paid,within 400m,Good,beyond 800m,-,3 GEL (vacant)
733,01.10.06.014.124,480416.9855,4626279.893,magniti,At the intersection of G. Brtsinki and Parnavazi streets,Tbilisi Municipality,Mixed-use,Yes,Unmarked,,,695,26,Free,within 400m,Good,beyond 800m,-,
734,01.72.14.035.629,480107.4391,4626178.798,Techno Land,"Mirian Mepe St, N 22","LLC ""Forward +""",Other,Yes,Unmarked,,,1981,41,Free,within 400m,Good,beyond 800m,-,
735,01.72.14.035.440,480154.7802,4626178.687,Dressense,"Mirian Mepe St, N 20","""Lumaq Group"" LLC",Retail,Yes,Unmarked,,,,10,Free,within 400m,Good,beyond 800m,-,
736,01.72.14.035.345,480184.651,4626178.484,Beauty Center Style,"Mirian Mepe St, N 18",Teymuraz is a scandal,Hospital & Medical,Yes,Unmarked,,,,4,Free,within 400m,Good,beyond 800m,-,
737,01.10.06.014.071,480415.0518,4626306.895,magniti,"Giorgi Brtskine St, N 2",Jinlong Gao,Mixed-use,Yes,Unmarked,,,400,15,Free,within 400m,Good,beyond 800m,-,
